id,state,year,totalPop,county,ir_cusfr,ir_irtot,ic_wfrto,ic_irtot,ig_cusfr,ig_irtot,li_wfrto,aq_wgwto,aq_wswto
Mora County2010,NM,2010,4.88,Mora County,140.74,4.29,11.52,4.29,,0,0.36,0.2,0
Mora County2005,NM,2005,5.11,Mora County,140.74,14.88,,,,0,1.36,1.6,3.68
Mora County2000,NM,2000,5.18,Mora County,140.74,14.83,,,,,1.36,1.6,3.68
Mora County1995,NM,1995,4.59,Mora County,15.16,14.61,,,,,1.36,1.6,3.68
Mora County1990,NM,1990,0.25,Mora County,140.74,75.51,,,,,1.36,1.6,3.68
Mora County1985,NM,1985,4.21,Mora County,140.74,75.51,,,,,1.36,1.6,3.68
Otero County2015,NM,2015,64.36,Otero County,12.85,8.67,20.19,8.34,0.77,0.33,0.2,0,1.13
Otero County2010,NM,2010,63.8,Otero County,140.74,8.65,20.22,8.35,,0.3,0.19,0,0
Otero County2005,NM,2005,63.54,Otero County,140.74,8.61,,,,0,1.36,1.6,3.68
Otero County2000,NM,2000,62.3,Otero County,140.74,7.86,,,,,1.36,1.6,3.68
Otero County1995,NM,1995,55.03,Otero County,24.44,8.75,,,,,1.36,1.6,3.68
Otero County1990,NM,1990,0.28,Otero County,140.74,75.51,,,,,1.36,1.6,3.68
Otero County1985,NM,1985,47.84,Otero County,140.74,75.51,,,,,1.36,1.6,3.68
Quay County2015,NM,2015,8.46,Quay County,22.67,11.31,39.21,11.27,0.07,0.04,0.34,0,0
Quay County2010,NM,2010,9.04,Quay County,140.74,11.36,39.39,11.32,,0.04,0.45,0,0
Quay County2005,NM,2005,9.26,Quay County,140.74,30.31,,,,0,1.36,1.6,3.68
Quay County2000,NM,2000,10.16,Quay County,140.74,36.2,,,,,1.36,1.6,3.68
Quay County1995,NM,1995,10.36,Quay County,54.88,42.89,,,,,1.36,1.6,3.68
Quay County1990,NM,1990,0.64,Quay County,140.74,75.51,,,,,1.36,1.6,3.68
Quay County1985,NM,1985,10.78,Quay County,140.74,75.51,,,,,1.36,1.6,3.68
Rio Arriba County2015,NM,2015,39.47,Rio Arriba County,53.59,30.22,97.32,30.21,0.02,0.01,0.32,3.17,0
Rio Arriba County2010,NM,2010,40.25,Rio Arriba County,140.74,31.57,101.39,31.47,,0.1,0.36,0.95,0
Rio Arriba County2005,NM,2005,40.83,Rio Arriba County,140.74,32.15,,,,0,1.36,1.6,3.68
Rio Arriba County2000,NM,2000,41.19,Rio Arriba County,140.74,31.81,,,,,1.36,1.6,3.68
Rio Arriba County1995,NM,1995,36.91,Rio Arriba County,29.83,32.06,,,,,1.36,1.6,3.68
Rio Arriba County1990,NM,1990,0.36,Rio Arriba County,140.74,75.51,,,,,1.36,1.6,3.68
Rio Arriba County1985,NM,1985,30.05,Rio Arriba County,140.74,75.51,,,,,1.36,1.6,3.68
Roosevelt County2015,NM,2015,19.12,Roosevelt County,107.89,104.23,165.91,104.2,0.04,0.03,3.92,0,0
Roosevelt County2010,NM,2010,19.85,Roosevelt County,140.74,104.27,165.94,104.22,,0.05,4.65,0,0
Roosevelt County2005,NM,2005,18.24,Roosevelt County,140.74,86.35,,,,0,1.36,1.6,3.68
Roosevelt County2000,NM,2000,18.02,Roosevelt County,140.74,87.34,,,,,1.36,1.6,3.68
Roosevelt County1995,NM,1995,18.47,Roosevelt County,113.77,89.42,,,,,1.36,1.6,3.68
Roosevelt County1990,NM,1990,1.32,Roosevelt County,140.74,75.51,,,,,1.36,1.6,3.68
Roosevelt County1985,NM,1985,15.4,Roosevelt County,140.74,75.51,,,,,1.36,1.6,3.68
Sandoval County2015,NM,2015,139.39,Sandoval County,25.12,8.53,43.67,8.19,0.98,0.34,0.2,0.97,0
Sandoval County2010,NM,2010,131.56,Sandoval County,140.74,8.57,43.67,8.19,,0.38,0.12,0.5,0
Sandoval County2005,NM,2005,107.46,Sandoval County,140.74,9.23,,,,0,1.36,1.6,3.68
Sandoval County2000,NM,2000,89.91,Sandoval County,140.74,9.35,,,,,1.36,1.6,3.68
Sandoval County1995,NM,1995,79.8,Sandoval County,15.79,9.08,,,,,1.36,1.6,3.68
Sandoval County1990,NM,1990,0.38,Sandoval County,140.74,75.51,,,,,1.36,1.6,3.68
Sandoval County1985,NM,1985,46.4,Sandoval County,140.74,75.51,,,,,1.36,1.6,3.68
San Juan County2015,NM,2015,118.74,San Juan County,126.99,61.11,199.64,60.74,0.78,0.37,0.33,0,0
San Juan County2010,NM,2010,130.04,San Juan County,140.74,85.3,279.5,85.05,,0.25,0.28,0,0
San Juan County2005,NM,2005,126.21,San Juan County,140.74,79.89,,,,0,1.36,1.6,3.68
San Juan County2000,NM,2000,113.8,San Juan County,140.74,72.66,,,,,1.36,1.6,3.68
San Juan County1995,NM,1995,100.36,San Juan County,176.29,70.78,,,,,1.36,1.6,3.68
San Juan County1990,NM,1990,0.5,San Juan County,140.74,75.51,,,,,1.36,1.6,3.68
San Juan County1985,NM,1985,92.41,San Juan County,140.74,75.51,,,,,1.36,1.6,3.68
San Miguel County2015,NM,2015,27.97,San Miguel County,18.32,11.28,32.73,11.17,0.16,0.11,0.37,0.72,0
San Miguel County2010,NM,2010,29.39,San Miguel County,140.74,11.46,32.93,11.23,,0.23,0.53,0.48,0
San Miguel County2005,NM,2005,29.53,San Miguel County,140.74,10.99,,,,0,1.36,1.6,3.68
San Miguel County2000,NM,2000,30.13,San Miguel County,140.74,11.15,,,,,1.36,1.6,3.68
San Miguel County1995,NM,1995,27.91,San Miguel County,10.17,11.72,,,,,1.36,1.6,3.68
San Miguel County1990,NM,1990,0.54,San Miguel County,140.74,75.51,,,,,1.36,1.6,3.68
San Miguel County1985,NM,1985,23.05,San Miguel County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Fe County2015,NM,2015,148.69,Santa Fe County,13.45,11.05,21.25,10.54,1.12,0.51,0.11,0,0
Santa Fe County2010,NM,2010,144.17,Santa Fe County,140.74,17.36,34.36,17.03,,0.33,0.1,0,0
Santa Fe County2005,NM,2005,140.86,Santa Fe County,140.74,15.09,,,,0,1.36,1.6,3.68
Santa Fe County2000,NM,2000,129.29,Santa Fe County,140.74,16.86,,,,,1.36,1.6,3.68
Santa Fe County1995,NM,1995,116.33,Santa Fe County,17.33,16.37,,,,,1.36,1.6,3.68
Santa Fe County1990,NM,1990,0.26,Santa Fe County,140.74,75.51,,,,,1.36,1.6,3.68
Santa Fe County1985,NM,1985,82.66,Santa Fe County,140.74,75.51,,,,,1.36,1.6,3.68
Sierra County2015,NM,2015,11.28,Sierra County,19.14,5.99,33.69,5.89,0.38,0.1,0.39,0,0
Sierra County2010,NM,2010,11.99,Sierra County,140.74,7.11,40.2,7.03,,0.08,0.5,0,0
Sierra County2005,NM,2005,12.82,Sierra County,140.74,7.72,,,,0,1.36,1.6,3.68
Sierra County2000,NM,2000,13.27,Sierra County,140.74,7.8,,,,,1.36,1.6,3.68
Sierra County1995,NM,1995,10.68,Sierra County,20.63,9.06,,,,,1.36,1.6,3.68
Sierra County1990,NM,1990,0.42,Sierra County,140.74,75.51,,,,,1.36,1.6,3.68
Sierra County1985,NM,1985,9.08,Sierra County,140.74,75.51,,,,,1.36,1.6,3.68
Socorro County2015,NM,2015,17.26,Socorro County,66.45,18.11,120.18,18.03,0.22,0.08,1.11,0,0
Socorro County2010,NM,2010,17.87,Socorro County,140.74,18.9,125.98,18.9,,0,0.94,0,0
Socorro County2005,NM,2005,18.15,Socorro County,140.74,21.97,,,,0,1.36,1.6,3.68
Socorro County2000,NM,2000,18.08,Socorro County,140.74,20.19,,,,,1.36,1.6,3.68
Socorro County1995,NM,1995,15.85,Socorro County,51.66,19.08,,,,,1.36,1.6,3.68
Socorro County1990,NM,1990,0.63,Socorro County,140.74,75.51,,,,,1.36,1.6,3.68
Socorro County1985,NM,1985,13.65,Socorro County,140.74,75.51,,,,,1.36,1.6,3.68
Taos County2015,NM,2015,32.91,Taos County,45.65,27.06,82.2,26.93,0.15,0.13,0.1,9.65,0
Taos County2010,NM,2010,32.94,Taos County,140.74,27.02,82.33,26.97,,0.05,0.1,10.9,0
Taos County2005,NM,2005,31.72,Taos County,140.74,29.19,,,,0,1.36,1.6,3.68
Taos County2000,NM,2000,29.98,Taos County,140.74,29.75,,,,,1.36,1.6,3.68
Taos County1995,NM,1995,25.53,Taos County,36.57,29.5,,,,,1.36,1.6,3.68
Taos County1990,NM,1990,0.12,Taos County,140.74,75.51,,,,,1.36,1.6,3.68
Taos County1985,NM,1985,25.97,Taos County,140.74,75.51,,,,,1.36,1.6,3.68
Torrance County2015,NM,2015,15.49,Torrance County,25.34,17.35,40.9,17.35,0,0,0.58,0,0
Torrance County2010,NM,2010,16.38,Torrance County,140.74,22.55,53.17,22.55,,0,0.54,0,0
Torrance County2005,NM,2005,17.5,Torrance County,140.74,17.31,,,,0,1.36,1.6,3.68
Torrance County2000,NM,2000,16.91,Torrance County,140.74,17.21,,,,,1.36,1.6,3.68
Torrance County1995,NM,1995,12.85,Torrance County,29.94,18.61,,,,,1.36,1.6,3.68
Torrance County1990,NM,1990,0.28,Torrance County,140.74,75.51,,,,,1.36,1.6,3.68
Torrance County1985,NM,1985,7.63,Torrance County,140.74,75.51,,,,,1.36,1.6,3.68
Union County2015,NM,2015,4.2,Union County,23.05,25.32,35.48,25.29,0.05,0.03,0.62,0,0
Union County2010,NM,2010,4.55,Union County,140.74,43.57,61.1,43.55,,0.02,1.43,0,0
Union County2005,NM,2005,3.85,Union County,140.74,41.91,,,,0,1.36,1.6,3.68
Union County2000,NM,2000,4.17,Union County,140.74,55.65,,,,,1.36,1.6,3.68
Union County1995,NM,1995,4.17,Union County,62.6,48.17,,,,,1.36,1.6,3.68
Union County1990,NM,1990,1.15,Union County,140.74,75.51,,,,,1.36,1.6,3.68
Union County1985,NM,1985,4.75,Union County,140.74,75.51,,,,,1.36,1.6,3.68
Valencia County2015,NM,2015,75.74,Valencia County,72.61,20.62,130.11,20.54,0.23,0.08,0.91,0,0
Valencia County2010,NM,2010,76.57,Valencia County,140.74,24.23,153.1,24.17,,0.06,0.79,0,0
Valencia County2005,NM,2005,69.42,Valencia County,140.74,22.69,,,,0,1.36,1.6,3.68
Valencia County2000,NM,2000,66.15,Valencia County,140.74,20.84,,,,,1.36,1.6,3.68
Valencia County1995,NM,1995,57.68,Valencia County,50.05,20.95,,,,,1.36,1.6,3.68
Valencia County1990,NM,1990,0.52,Valencia County,140.74,75.51,,,,,1.36,1.6,3.68
Valencia County1985,NM,1985,32.98,Valencia County,140.74,75.51,,,,,1.36,1.6,3.68
Churchill County2015,NV,2015,24.2,Churchill County,114.79,53.66,163.68,53.62,0.08,0.04,0.56,0,0
Churchill County2010,NV,2010,24.88,Churchill County,140.74,59.89,176.45,59.86,,0.03,0.52,0,0
Churchill County2005,NV,2005,24.56,Churchill County,140.74,57.45,,,,0,1.36,1.6,3.68
Churchill County2000,NV,2000,23.98,Churchill County,140.74,42.74,,,,,1.36,1.6,3.68
Churchill County1995,NV,1995,21.1,Churchill County,91.4,44.6,,,,,1.36,1.6,3.68
Churchill County1990,NV,1990,0.6,Churchill County,140.74,75.51,,,,,1.36,1.6,3.68
Churchill County1985,NV,1985,15.45,Churchill County,140.74,75.51,,,,,1.36,1.6,3.68
Clark County2015,NV,2015,2114.8,Clark County,28.54,8.74,11.34,3.71,19.65,5.03,0.05,0,0
Clark County2010,NV,2010,1951.27,Clark County,140.74,9.08,12.82,3.52,,5.56,0.07,0,0
Clark County2005,NV,2005,1710.55,Clark County,140.74,3.5,,,,0,1.36,1.6,3.68
Clark County2000,NV,2000,1375.76,Clark County,140.74,5.8,,,,,1.36,1.6,3.68
Clark County1995,NV,1995,992.59,Clark County,15.7,7.78,,,,,1.36,1.6,3.68
Clark County1990,NV,1990,0.24,Clark County,140.74,75.51,,,,,1.36,1.6,3.68
Clark County1985,NV,1985,572.14,Clark County,140.74,75.51,,,,,1.36,1.6,3.68
Douglas County2015,NV,2015,47.71,Douglas County,56.79,26.04,78.22,25.62,0.87,0.42,0.11,2.01,0.71
Douglas County2010,NV,2010,47,Douglas County,140.74,32.49,97.57,32.06,,0.43,0.16,1.05,0.61
Douglas County2005,NV,2005,47.02,Douglas County,140.74,14.5,,,,0,1.36,1.6,3.68
Douglas County2000,NV,2000,41.26,Douglas County,140.74,43.07,,,,,1.36,1.6,3.68
Douglas County1995,NV,1995,34.7,Douglas County,81.7,39.09,,,,,1.36,1.6,3.68
Douglas County1990,NV,1990,0.23,Douglas County,140.74,75.51,,,,,1.36,1.6,3.68
Douglas County1985,NV,1985,23.2,Douglas County,140.74,75.51,,,,,1.36,1.6,3.68
Elko County2015,NV,2015,51.94,Elko County,245.95,132.56,348.49,132.22,0.59,0.34,1.29,0,0
Elko County2010,NV,2010,48.82,Elko County,140.74,132.4,335.23,132.06,,0.34,1.37,0,4
Elko County2005,NV,2005,45.57,Elko County,140.74,130.75,,,,0,1.36,1.6,3.68
Elko County2000,NV,2000,45.29,Elko County,140.74,158.26,,,,,1.36,1.6,3.68
Elko County1995,NV,1995,41.73,Elko County,217.62,120.37,,,,,1.36,1.6,3.68
Elko County1990,NV,1990,1.52,Elko County,140.74,75.51,,,,,1.36,1.6,3.68
Elko County1985,NV,1985,22.85,Elko County,140.74,75.51,,,,,1.36,1.6,3.68
Esmeralda County2015,NV,2015,0.83,Esmeralda County,42.63,17.46,53.29,17.46,0,0,0.01,0,0
Esmeralda County2010,NV,2010,0.78,Esmeralda County,140.74,7.36,25.63,7.36,,0,0.02,0,0
Esmeralda County2005,NV,2005,0.79,Esmeralda County,140.74,6.64,,,,0,1.36,1.6,3.68
Esmeralda County2000,NV,2000,0.97,Esmeralda County,140.74,8.63,,,,,1.36,1.6,3.68
Esmeralda County1995,NV,1995,1.18,Esmeralda County,23.7,12.2,,,,,1.36,1.6,3.68
Esmeralda County1990,NV,1990,0.11,Esmeralda County,140.74,75.51,,,,,1.36,1.6,3.68
Esmeralda County1985,NV,1985,1.38,Esmeralda County,140.74,75.51,,,,,1.36,1.6,3.68
Eureka County2015,NV,2015,2.02,Eureka County,96.91,46.66,121.61,46.66,0,0,0.17,0,0
Eureka County2010,NV,2010,1.99,Eureka County,140.74,39.69,109.36,39.69,,0,0.26,0,0
Eureka County2005,NV,2005,1.43,Eureka County,140.74,25.6,,,,0,1.36,1.6,3.68
Eureka County2000,NV,2000,1.65,Eureka County,140.74,35.14,,,,,1.36,1.6,3.68
Eureka County1995,NV,1995,1.41,Eureka County,52.76,25.52,,,,,1.36,1.6,3.68
Eureka County1990,NV,1990,0.14,Eureka County,140.74,75.51,,,,,1.36,1.6,3.68
Eureka County1985,NV,1985,1.45,Eureka County,140.74,75.51,,,,,1.36,1.6,3.68
Humboldt County2015,NV,2015,17.02,Humboldt County,345,137.51,440.67,137.47,0.09,0.04,0.6,0,0
Humboldt County2010,NV,2010,16.53,Humboldt County,140.74,89.57,257.13,89.53,,0.04,0.65,0,0
Humboldt County2005,NV,2005,17.13,Humboldt County,140.74,115.05,,,,0,1.36,1.6,3.68
Humboldt County2000,NV,2000,16.11,Humboldt County,140.74,126.56,,,,,1.36,1.6,3.68
Humboldt County1995,NV,1995,16.04,Humboldt County,181.57,94.34,,,,,1.36,1.6,3.68
Humboldt County1990,NV,1990,0.56,Humboldt County,140.74,75.51,,,,,1.36,1.6,3.68
Humboldt County1985,NV,1985,11.88,Humboldt County,140.74,75.51,,,,,1.36,1.6,3.68
Lander County2015,NV,2015,5.9,Lander County,94.57,37.24,119.95,37.2,0.07,0.04,0.22,0,0
Lander County2010,NV,2010,5.78,Lander County,140.74,29.54,99.81,29.5,,0.04,0.25,0,0
Lander County2005,NV,2005,5.11,Lander County,140.74,29.55,,,,0,1.36,1.6,3.68
Lander County2000,NV,2000,5.79,Lander County,140.74,30.89,,,,,1.36,1.6,3.68
Lander County1995,NV,1995,6.47,Lander County,47.82,32.69,,,,,1.36,1.6,3.68
Lander County1990,NV,1990,0.3,Lander County,140.74,75.51,,,,,1.36,1.6,3.68
Lander County1985,NV,1985,4.5,Lander County,140.74,75.51,,,,,1.36,1.6,3.68
Lincoln County2015,NV,2015,5.04,Lincoln County,47.02,22,59.15,22,0,0,0.19,0,0
Lincoln County2010,NV,2010,5.35,Lincoln County,140.74,13.19,52.46,13.19,,0,0.17,0,0
Lincoln County2005,NV,2005,4.39,Lincoln County,140.74,11,,,,0,1.36,1.6,3.68
Lincoln County2000,NV,2000,4.17,Lincoln County,140.74,15.65,,,,,1.36,1.6,3.68
Lincoln County1995,NV,1995,3.84,Lincoln County,31.2,16.94,,,,,1.36,1.6,3.68
Lincoln County1990,NV,1990,0.11,Lincoln County,140.74,75.51,,,,,1.36,1.6,3.68
Lincoln County1985,NV,1985,4.2,Lincoln County,140.74,75.51,,,,,1.36,1.6,3.68
Lyon County2015,NV,2015,52.59,Lyon County,203.01,87.9,267.64,87.67,0.52,0.23,0.6,7.22,9.45
Lyon County2010,NV,2010,51.98,Lyon County,140.74,78.76,202.79,78.53,,0.23,0.44,4.96,0
Lyon County2005,NV,2005,47.52,Lyon County,140.74,73,,,,0,1.36,1.6,3.68
Lyon County2000,NV,2000,34.5,Lyon County,140.74,62.82,,,,,1.36,1.6,3.68
Lyon County1995,NV,1995,25.87,Lyon County,107.9,58.52,,,,,1.36,1.6,3.68
Lyon County1990,NV,1990,0.4,Lyon County,140.74,75.51,,,,,1.36,1.6,3.68
Lyon County1985,NV,1985,17.05,Lyon County,140.74,75.51,,,,,1.36,1.6,3.68
Mineral County2015,NV,2015,4.48,Mineral County,7.52,3.07,9.29,3.04,0.09,0.03,0.03,0,0
Mineral County2010,NV,2010,4.77,Mineral County,140.74,0.53,1.61,0.5,,0.03,0.03,0,0
Mineral County2005,NV,2005,4.91,Mineral County,140.74,2.97,,,,0,1.36,1.6,3.68
Mineral County2000,NV,2000,5.07,Mineral County,140.74,3.31,,,,,1.36,1.6,3.68
Mineral County1995,NV,1995,6.18,Mineral County,15.93,8.69,,,,,1.36,1.6,3.68
Mineral County1990,NV,1990,0.03,Mineral County,140.74,75.51,,,,,1.36,1.6,3.68
Mineral County1985,NV,1985,6.03,Mineral County,140.74,75.51,,,,,1.36,1.6,3.68
Nye County2015,NV,2015,42.48,Nye County,48.77,20.15,61.11,19.99,0.56,0.16,0.4,0,0
Nye County2010,NV,2010,43.95,Nye County,140.74,6.89,21.36,6.65,,0.24,0.44,0,0
Nye County2005,NV,2005,40.48,Nye County,140.74,14.5,,,,0,1.36,1.6,3.68
Nye County2000,NV,2000,32.49,Nye County,140.74,12.55,,,,,1.36,1.6,3.68
Nye County1995,NV,1995,24.56,Nye County,28.5,13.3,,,,,1.36,1.6,3.68
Nye County1990,NV,1990,0.16,Nye County,140.74,75.51,,,,,1.36,1.6,3.68
Nye County1985,NV,1985,14.85,Nye County,140.74,75.51,,,,,1.36,1.6,3.68
Pershing County2015,NV,2015,6.63,Pershing County,112.29,52.78,156.31,52.78,0,0,0.3,0,0
Pershing County2010,NV,2010,6.75,Pershing County,140.74,46.63,80.77,46.63,,0,0.24,0,0
Pershing County2005,NV,2005,6.36,Pershing County,140.74,45.78,,,,0,1.36,1.6,3.68
Pershing County2000,NV,2000,6.69,Pershing County,140.74,31.68,,,,,1.36,1.6,3.68
Pershing County1995,NV,1995,4.53,Pershing County,53.4,28.8,,,,,1.36,1.6,3.68
Pershing County1990,NV,1990,0.23,Pershing County,140.74,75.51,,,,,1.36,1.6,3.68
Pershing County1985,NV,1985,3.61,Pershing County,140.74,75.51,,,,,1.36,1.6,3.68
Storey County2015,NV,2015,3.99,Storey County,0,0,0,0,0,0,0,0,0
Storey County2010,NV,2010,4.01,Storey County,140.74,0.12,0.34,0.12,,0,0,0,0
Storey County2005,NV,2005,4.07,Storey County,140.74,0.2,,,,0,1.36,1.6,3.68
Storey County2000,NV,2000,3.4,Storey County,140.74,0.64,,,,,1.36,1.6,3.68
Storey County1995,NV,1995,2.84,Storey County,0.5,0.3,,,,,1.36,1.6,3.68
Storey County1990,NV,1990,0,Storey County,140.74,75.51,,,,,1.36,1.6,3.68
Storey County1985,NV,1985,1.78,Storey County,140.74,75.51,,,,,1.36,1.6,3.68
Washoe County2015,NV,2015,446.9,Washoe County,37.07,16.68,47,15.39,3.11,1.29,0.14,2.4,8.45
Washoe County2010,NV,2010,421.41,Washoe County,140.74,12.16,31.13,10.89,,1.27,0.18,4.62,13.61
Washoe County2005,NV,2005,389.87,Washoe County,140.74,17.26,,,,0,1.36,1.6,3.68
Washoe County2000,NV,2000,339.49,Washoe County,140.74,32.88,,,,,1.36,1.6,3.68
Washoe County1995,NV,1995,290.83,Washoe County,46.1,23,,,,,1.36,1.6,3.68
Washoe County1990,NV,1990,0.26,Washoe County,140.74,75.51,,,,,1.36,1.6,3.68
Washoe County1985,NV,1985,224.42,Washoe County,140.74,75.51,,,,,1.36,1.6,3.68
White Pine County2015,NV,2015,9.81,White Pine County,73.64,32.73,92.69,32.65,0.14,0.08,0.25,0,3.8
White Pine County2010,NV,2010,10.03,White Pine County,140.74,16.77,61.47,16.69,,0.08,0.25,0,20.61
White Pine County2005,NV,2005,8.99,White Pine County,140.74,27.56,,,,0,1.36,1.6,3.68
White Pine County2000,NV,2000,9.18,White Pine County,140.74,34.24,,,,,1.36,1.6,3.68
White Pine County1995,NV,1995,9.96,White Pine County,59.2,31.66,,,,,1.36,1.6,3.68
White Pine County1990,NV,1990,0.24,White Pine County,140.74,75.51,,,,,1.36,1.6,3.68
White Pine County1985,NV,1985,7.56,White Pine County,140.74,75.51,,,,,1.36,1.6,3.68
Carson City County2015,NV,2015,54.52,Carson City County,5.29,2.38,5.88,1.93,0.97,0.45,0.02,0,0
Carson City County2010,NV,2010,55.27,Carson City County,140.74,1.77,5.19,1.21,,0.56,0.01,0,0
Carson City County2005,NV,2005,56.06,Carson City County,140.74,0.12,,,,0,1.36,1.6,3.68
Carson City County2000,NV,2000,52.46,Carson City County,140.74,2.24,,,,,1.36,1.6,3.68
Carson City County1995,NV,1995,46.28,Carson City County,3.6,2,,,,,1.36,1.6,3.68
Carson City County1990,NV,1990,0.01,Carson City County,140.74,75.51,,,,,1.36,1.6,3.68
Carson City County1985,NV,1985,35.4,Carson City County,140.74,75.51,,,,,1.36,1.6,3.68
Beaver County2015,UT,2015,6.35,Beaver County,61.32,32.67,84.58,32.62,0.1,0.05,2.65,0,0
Beaver County2010,UT,2010,6.63,Beaver County,140.74,32.25,77.72,32.21,,0.04,2.76,0,0
Beaver County2005,UT,2005,6.34,Beaver County,140.74,26.56,,,,0,1.36,1.6,3.68
Beaver County2000,UT,2000,6.01,Beaver County,140.74,36.16,,,,,1.36,1.6,3.68
Beaver County1995,UT,1995,5.38,Beaver County,64.5,33.52,,,,,1.36,1.6,3.68
Beaver County1990,UT,1990,0.37,Beaver County,140.74,75.51,,,,,1.36,1.6,3.68
Beaver County1985,UT,1985,5.2,Beaver County,140.74,75.51,,,,,1.36,1.6,3.68
Box Elder County2015,UT,2015,52.1,Box Elder County,270.59,145.98,409.6,145.75,0.38,0.23,1.38,3.55,0
Box Elder County2010,UT,2010,49.98,Box Elder County,140.74,152.85,380.05,152.61,,0.24,1.54,6.03,0
Box Elder County2005,UT,2005,45.3,Box Elder County,140.74,136.32,,,,0,1.36,1.6,3.68
Box Elder County2000,UT,2000,42.75,Box Elder County,140.74,149.85,,,,,1.36,1.6,3.68
Box Elder County1995,UT,1995,39.59,Box Elder County,200.06,120.58,,,,,1.36,1.6,3.68
Box Elder County1990,UT,1990,0.79,Box Elder County,140.74,75.51,,,,,1.36,1.6,3.68
Box Elder County1985,UT,1985,36.8,Box Elder County,140.74,75.51,,,,,1.36,1.6,3.68
Cache County2015,UT,2015,120.78,Cache County,71.33,103.99,121.88,103.63,0.56,0.36,1.1,15.85,0
Cache County2010,UT,2010,112.66,Cache County,140.74,106.22,236.6,105.92,,0.3,1.22,16.38,0
Cache County2005,UT,2005,103.56,Cache County,140.74,89.77,,,,0,1.36,1.6,3.68
Cache County2000,UT,2000,91.39,Cache County,140.74,116.85,,,,,1.36,1.6,3.68
Cache County1995,UT,1995,77.3,Cache County,140.48,87.47,,,,,1.36,1.6,3.68
Cache County1990,UT,1990,1.8,Cache County,140.74,75.51,,,,,1.36,1.6,3.68
Cache County1985,UT,1985,64.8,Cache County,140.74,75.51,,,,,1.36,1.6,3.68
Carbon County2015,UT,2015,20.48,Carbon County,24.52,11.62,37.32,11.52,0.17,0.1,0.17,0,0
Carbon County2010,UT,2010,21.4,Carbon County,140.74,12.36,31.27,12.27,,0.09,0.14,0,0
Carbon County2005,UT,2005,19.34,Carbon County,140.74,11.36,,,,0,1.36,1.6,3.68
Carbon County2000,UT,2000,20.42,Carbon County,140.74,12.18,,,,,1.36,1.6,3.68
Carbon County1995,UT,1995,20.65,Carbon County,47.52,7.9,,,,,1.36,1.6,3.68
Carbon County1990,UT,1990,0.08,Carbon County,140.74,75.51,,,,,1.36,1.6,3.68
Carbon County1985,UT,1985,23.1,Carbon County,140.74,75.51,,,,,1.36,1.6,3.68
Daggett County2015,UT,2015,1.11,Daggett County,13.44,11.79,19.45,11.79,0,0,0.03,0,0
Daggett County2010,UT,2010,1.06,Daggett County,140.74,10.81,18.06,10.81,,0,0.05,0,0
Daggett County2005,UT,2005,0.96,Daggett County,140.74,10.93,,,,0,1.36,1.6,3.68
Daggett County2000,UT,2000,0.92,Daggett County,140.74,10.91,,,,,1.36,1.6,3.68
Daggett County1995,UT,1995,0.77,Daggett County,11.86,6.89,,,,,1.36,1.6,3.68
Daggett County1990,UT,1990,0.04,Daggett County,140.74,75.51,,,,,1.36,1.6,3.68
Daggett County1985,UT,1985,0.8,Daggett County,140.74,75.51,,,,,1.36,1.6,3.68
Davis County2015,UT,2015,336.04,Davis County,32.31,17.1,40.15,15.73,2.19,1.37,0.06,0,0
Davis County2010,UT,2010,306.48,Davis County,140.74,19.63,37.36,18.26,,1.37,0.08,0,0
Davis County2005,UT,2005,278.28,Davis County,140.74,24.94,,,,0,1.36,1.6,3.68
Davis County2000,UT,2000,238.99,Davis County,140.74,28.21,,,,,1.36,1.6,3.68
Davis County1995,UT,1995,215.38,Davis County,68.15,20.97,,,,,1.36,1.6,3.68
Davis County1990,UT,1990,1.4,Davis County,140.74,75.51,,,,,1.36,1.6,3.68
Davis County1985,UT,1985,174.8,Davis County,140.74,75.51,,,,,1.36,1.6,3.68
Duchesne County2015,UT,2015,20.86,Duchesne County,197.04,114.22,306.61,114.1,0.23,0.12,0.69,1.16,0
Duchesne County2010,UT,2010,18.61,Duchesne County,140.74,123.93,320.62,123.8,,0.13,0.65,0,0
Duchesne County2005,UT,2005,15.24,Duchesne County,140.74,98.56,,,,0,1.36,1.6,3.68
Duchesne County2000,UT,2000,14.37,Duchesne County,140.74,106.67,,,,,1.36,1.6,3.68
Duchesne County1995,UT,1995,13.8,Duchesne County,126.49,117.28,,,,,1.36,1.6,3.68
Duchesne County1990,UT,1990,0.57,Duchesne County,140.74,75.51,,,,,1.36,1.6,3.68
Duchesne County1985,UT,1985,15.3,Duchesne County,140.74,75.51,,,,,1.36,1.6,3.68
Emery County2015,UT,2015,10.37,Emery County,89.98,54.55,126.65,54.45,0.2,0.1,0.33,0,0
Emery County2010,UT,2010,10.98,Emery County,140.74,54.5,101.04,54.41,,0.09,0.36,0,0
Emery County2005,UT,2005,10.49,Emery County,140.74,49.45,,,,0,1.36,1.6,3.68
Emery County2000,UT,2000,10.86,Emery County,140.74,45.88,,,,,1.36,1.6,3.68
Emery County1995,UT,1995,10.64,Emery County,87.32,31.68,,,,,1.36,1.6,3.68
Emery County1990,UT,1990,0.21,Emery County,140.74,75.51,,,,,1.36,1.6,3.68
